"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"21115","1","10","71","0","2020","A","",15,50,2336609,0,0,894,46500,"",4.95,0.48,0.46,0.00,0.00,0.95,0.96,"",1,7.1,9,22.0,226302,10.7,0,0.0,0,0.0,-86,-8.8,-4453,-8.7
"21115","2","10","71","0","2020","A","",22,352,11862612,0,0,647,33661,"",6.36,2.16,1.94,0.00,0.00,0.90,0.90,"",2,10.0,10,2.9,659778,5.9,0,0.0,0,0.0,16,2.5,872,2.7
"21115","3","10","71","0","2020","A","",23,974,36434685,2714370,21117,719,37410,"",2.72,2.01,2.32,4.26,6.16,1.15,1.15,"",0,0.0,-81,-7.7,-710036,-1.9,-212436,-7.3,2614,14.1,42,6.2,2191,6.2
"21115","5","10","71","0","2020","A","",458,3568,129669480,42627082,570947,699,36345,"",0.91,0.85,0.85,0.96,0.97,0.99,0.99,"",17,3.9,-162,-4.3,1530609,1.2,-281194,-0.7,-56396,-9.0,38,5.7,1988,5.8
"21117","0","10","70","0","2020","A","",4511,64692,4140346027,649813123,9412144,1231,64001,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",222,5.2,-3283,-4.8,190828986,4.8,24455603,3.9,-78259,-0.8,114,10.2,5899,10.2
"21117","1","10","71","0","2020","A","",22,2444,164249585,0,0,1292,67198,"",0.83,1.79,1.41,0.00,0.00,0.79,0.79,"",1,4.8,-508,-17.2,-25679402,-13.5,0,0.0,0,0.0,55,4.4,2866,4.5
"21117","2","10","71","0","2020","A","",29,840,30172518,0,0,691,35923,"",0.96,0.39,0.21,0.00,0.00,0.55,0.55,"",2,7.4,-37,-4.2,-558631,-1.8,0,0.0,0,0.0,17,2.5,868,2.5
"21117","3","10","71","0","2020","A","",50,5310,273223542,4391142,22417,990,51459,"",0.68,0.84,0.76,0.48,0.41,0.90,0.90,"",0,0.0,-384,-6.7,1920746,0.7,-78755,-1.8,-369,-1.6,74,8.1,3812,8.0
"21117","5","10","71","0","2020","A","",4410,56099,3672700382,645421981,9389727,1259,65469,"",1.01,1.02,1.04,1.01,1.00,1.02,1.02,"",218,5.2,-2353,-4.0,215146273,6.2,24534358,4.0,-77890,-0.8,121,10.6,6317,10.7
"21119","0","10","70","0","2020","A","",269,1980,74705907,14558542,246568,726,37730,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",9,3.5,-192,-8.8,-725222,-1.0,-1747016,-10.7,-40678,-14.2,58,8.7,3005,8.7
"21119","1","10","71","0","2020","A","",16,39,1702413,0,0,847,44028,"",10.17,0.94,0.81,0.00,0.00,0.87,0.87,"",1,6.7,6,18.2,223575,15.1,0,0.0,0,0.0,-21,-2.4,-1127,-2.5
"21119","2","10","71","0","2020","A","",21,98,4058778,36263,228,796,41381,"",11.69,1.50,1.60,0.42,1.22,1.07,1.07,"",1,5.0,-5,-4.9,-100654,-2.4,1597,4.6,-197,-46.4,16,2.1,834,2.1
"21119","3","10","71","0","2020","A","",8,528,18554389,222244,1851,676,35158,"",1.82,2.72,2.85,1.09,1.30,1.05,1.05,"",0,0.0,-23,-4.2,700049,3.9,12921,6.2,-132,-6.7,53,8.5,2745,8.5
"21119","5","10","71","0","2020","A","",225,1316,50390327,14300035,244489,737,38305,"",0.86,0.78,0.79,1.00,1.00,1.01,1.01,"",7,3.2,-170,-11.4,-1548192,-3.0,-1761534,-11.0,-40349,-14.2,65,9.7,3355,9.6
"21121","0","10","70","0","2020","A","",586,7373,265488605,63404288,982653,692,36010,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,0.5,-489,-6.2,818101,0.3,-2072654,-3.2,-11729,-1.2,45,7.0,2345,7.0
"21121","1","10","71","0","2020","A","",17,128,9806756,0,0,1469,76367,"",4.96,0.82,1.31,0.00,0.00,1.59,1.59,"",0,0.0,8,6.7,598891,6.5,0,0.0,0,0.0,-10,-0.7,-525,-0.7
"21121","2","10","71","0","2020","A","",21,130,4974981,0,0,737,38318,"",5.36,0.53,0.55,0.00,0.00,1.04,1.04,"",0,0.0,4,3.2,156343,3.2,0,0.0,0,0.0,3,0.4,151,0.4
"21121","3","10","71","0","2020","A","",16,1147,43389732,341713,2502,727,37821,"",1.67,1.59,1.88,0.38,0.44,1.18,1.18,"",0,0.0,-52,-4.3,543198,1.3,-41537,-10.8,126,5.3,40,5.8,2093,5.9
"21121","5","10","71","0","2020","A","",532,5967,207317136,63062575,980151,668,34743,"",0.93,0.95,0.92,1.01,1.00,0.96,0.96,"",2,0.4,-450,-7.0,-480331,-0.2,-2031117,-3.1,-11855,-1.2,45,7.2,2359,7.3
"21123","0","10","70","0","2020","A","",260,2382,86745798,21612067,324753,700,36412,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,2.4,-82,-3.3,1542292,1.8,220709,1.0,62919,24.0,35,5.3,1834,5.3
"21123","1","10","71","0","2020","A","",5,41,2220317,0,0,1054,54823,"",3.29,0.82,0.91,0.00,0.00,1.13,1.13,"",1,25.0,-1,-2.4,171116,8.4,0,0.0,0,0.0,112,11.9,5838,11.9
"21123","2","10","71","0","2020","A","",6,39,1407097,0,0,695,36157,"",3.45,0.50,0.48,0.00,0.00,0.97,0.97,"",-3,-33.3,-1,-2.5,-62002,-4.2,0,0.0,0,0.0,-8,-1.1,-418,-1.1
"21123","3","10","71","0","2020","A","",13,509,19480612,126073,501,736,38297,"",3.07,2.18,2.58,0.42,0.27,1.18,1.18,"",0,0.0,-13,-2.5,379202,2.0,26500,26.6,-67,-11.8,33,4.7,1728,4.7
"21123","5","10","71","0","2020","A","",236,1794,63637772,21485994,324252,682,35468,"",0.93,0.89,0.86,1.01,1.01,0.97,0.97,"",8,3.5,-66,-3.5,1053976,1.7,194209,0.9,62986,24.1,35,5.4,1816,5.4
"21125","0","10","70","0","2020","A","",1576,25844,994117048,287379590,4789914,740,38466,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",31,2.0,-715,-2.7,13754504,1.4,2006346,0.7,-5817,-0.1,30,4.2,1553,4.2
"21125","1","10","71","0","2020","A","",18,243,17588340,0,0,1391,72355,"",1.95,0.45,0.63,0.00,0.00,1.41,1.41,"",1,5.9,2,0.8,513714,3.0,0,0.0,0,0.0,30,2.2,1579,2.2
"21125","2","10","71","0","2020","A","",42,477,20659190,0,0,833,43341,"",3.99,0.56,0.61,0.00,0.00,1.10,1.10,"",-3,-6.7,-4,-0.8,-141432,-0.7,0,0.0,0,0.0,2,0.2,104,0.2
"21125","3","10","71","0","2020","A","",24,2010,74620522,2218796,17139,714,37125,"",0.93,0.79,0.86,0.55,0.62,1.09,1.09,"",-1,-4.0,-91,-4.3,-473039,-0.6,-5755,-0.3,726,4.4,27,3.9,1383,3.9
"21125","5","10","71","0","2020","A","",1492,23115,881248996,285160794,4772775,733,38125,"",0.97,1.05,1.04,1.01,1.00,0.99,0.99,"",34,2.3,-621,-2.6,13855261,1.6,2012101,0.7,-6543,-0.1,30,4.3,1581,4.3
"21127","0","10","70","0","2020","A","",266,3470,125477737,34048704,488029,695,36165,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,1.1,3,0.1,2733924,2.2,1818566,5.6,33385,7.3,14,2.1,761,2.1
"21127","1","10","71","0","2020","A","",6,37,1988471,0,0,1045,54355,"",3.86,0.51,0.56,0.00,0.00,1.13,1.13,"",1,20.0,4,12.1,194545,10.8,0,0.0,0,0.0,10,1.0,537,1.0
"21127","2","10","71","0","2020","A","",11,76,2704284,0,0,689,35818,"",6.19,0.66,0.64,0.00,0.00,0.96,0.96,"",-1,-8.3,-1,-1.3,-71210,-2.6,0,0.0,0,0.0,0,0.0,-33,-0.1
"21127","3","10","71","0","2020","A","",8,566,19649176,575286,3186,668,34726,"",1.84,1.66,1.80,1.20,1.13,1.08,1.08,"",0,0.0,-1,-0.2,901996,4.8,59617,11.6,268,9.2,33,5.2,1686,5.1
"21127","5","10","71","0","2020","A","",241,2792,101135806,33473418,484843,697,36228,"",0.93,0.95,0.95,1.00,1.00,1.00,1.00,"",3,1.3,3,0.1,1708593,1.7,1758949,5.5,33117,7.3,11,1.6,575,1.6
"21129","0","10","70","0","2020","A","",154,1595,60622058,15049718,415332,731,38019,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.7,-59,-3.6,1371128,2.3,-373732,-2.4,-18603,-4.3,42,6.1,2200,6.1
"21129","1","10","71","0","2020","A","",5,13,534049,0,0,816,42441,"",5.55,0.39,0.31,0.00,0.00,0.84,0.84,"",1,25.0,4,44.4,45014,9.2,0,0.0,0,0.0,-249,-23.4,-12921,-23.3
"21129","2","10","71","0","2020","A","",14,73,2890876,0,0,759,39466,"",13.61,1.39,1.41,0.00,0.00,1.01,1.01,"",0,0.0,0,0.0,-28921,-1.0,0,0.0,0,0.0,-9,-1.2,-486,-1.2
"21129","3","10","71","0","2020","A","",10,304,9712068,102448,498,614,31930,"",3.98,1.94,1.84,0.48,0.21,0.95,0.95,"",0,0.0,-16,-5.0,296930,3.2,18965,22.7,215,76.0,47,8.3,2469,8.4
"21129","5","10","71","0","2020","A","",125,1205,47485065,14947270,414834,758,39423,"",0.84,0.89,0.92,1.01,1.01,1.03,1.03,"",-1,-0.8,-48,-3.8,1058105,2.3,-392697,-2.6,-18818,-4.3,45,6.3,2360,6.4
"21131","0","10","70","0","2020","A","",172,1472,55551306,8443476,148737,726,37745,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,1.8,-130,-8.1,-2746950,-4.7,-634545,-7.0,-27260,-15.5,26,3.7,1345,3.7
"21131","1","10","71","0","2020","A","",9,17,613766,0,0,701,36461,"",8.95,0.55,0.39,0.00,0.00,0.72,0.72,"",0,0.0,5,41.7,127094,26.1,0,0.0,0,0.0,-107,-13.2,-5554,-13.2
"21131","2","10","71","0","2020","A","",13,72,2843205,0,0,761,39581,"",11.31,1.48,1.51,0.00,0.00,1.02,1.02,"",0,0.0,0,0.0,108251,4.0,0,0.0,0,0.0,27,3.7,1419,3.7
"21131","3","10","71","0","2020","A","",10,425,14501189,230116,1451,656,34114,"",3.56,2.94,3.00,1.94,1.68,1.02,1.02,"",0,0.0,-29,-6.4,-326411,-2.2,59901,35.2,203,16.3,28,4.5,1472,4.5
"21131","5","10","71","0","2020","A","",140,958,37593146,8213360,147286,755,39241,"",0.84,0.77,0.80,0.99,1.00,1.04,1.04,"",2,1.4,-106,-10.0,-2655884,-6.6,-694446,-7.8,-27463,-15.7,28,3.9,1416,3.7
"21133","0","10","70","0","2020","A","",444,4053,149077051,31295385,481379,707,36786,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",9,2.1,-302,-6.9,-4823032,-3.1,-1658714,-5.0,-163535,-25.4,27,4.0,1451,4.1
"21133","1","10","71","0","2020","A","",18,37,1559193,0,0,801,41671,"",6.93,0.43,0.37,0.00,0.00,0.85,0.85,"",1,5.9,4,12.1,126189,8.8,0,0.0,0,0.0,-24,-2.9,-1212,-2.8
"21133","2","10","71","0","2020","A","",16,167,6677724,0,0,770,40026,"",5.39,1.25,1.32,0.00,0.00,1.06,1.06,"",-1,-5.9,-6,-3.5,-29357,-0.4,0,0.0,0,0.0,24,3.2,1257,3.2
"21133","3","10","71","0","2020","A","",16,822,27267407,697036,9196,638,33172,"",2.21,2.07,2.10,1.59,3.30,1.02,1.01,"",0,0.0,-72,-8.1,-821050,-2.9,-2049,-0.3,271,3.0,34,5.6,1744,5.5
"21133","5","10","71","0","2020","A","",394,3026,113572727,30598349,472183,722,37529,"",0.91,0.88,0.90,1.00,0.99,1.02,1.02,"",8,2.1,-229,-7.0,-4098814,-3.5,-1656665,-5.1,-163806,-25.8,27,3.9,1381,3.8
"21135","0","10","70","0","2020","A","",218,1898,65627178,14686862,325481,665,34574,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",16,7.9,8,0.4,2933101,4.7,104387,0.7,61526,23.3,27,4.2,1398,4.2
"21135","1","10","71","0","2020","A","",6,24,935756,0,0,742,38588,"",4.71,0.60,0.51,0.00,0.00,0.84,0.84,"",1,20.0,1,4.3,-25309,-2.6,0,0.0,0,0.0,-79,-9.6,-4126,-9.7
"21135","2","10","71","0","2020","A","",12,51,1872066,0,0,709,36888,"",8.24,0.81,0.84,0.00,0.00,1.04,1.04,"",0,0.0,0,0.0,-52057,-2.7,0,0.0,0,0.0,-12,-1.7,-595,-1.6
"21135","3","10","71","0","2020","A","",10,535,17272288,329742,2050,621,32285,"",2.81,2.87,3.02,1.60,1.09,1.05,1.05,"",0,0.0,-27,-4.8,262515,1.5,-325651,-49.7,-286,-12.2,39,6.7,2036,6.7
"21135","5","10","71","0","2020","A","",190,1288,45547068,14357120,323431,680,35358,"",0.90,0.80,0.82,1.00,1.00,1.02,1.02,"",15,8.6,34,2.7,2747952,6.4,430038,3.1,61812,23.6,23,3.5,1217,3.6
"21137","0","10","70","0","2020","A","",425,3739,142369596,33534000,645254,732,38081,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",14,3.4,-244,-6.1,5582503,4.1,869041,2.7,61946,10.6,72,10.9,3738,10.9
"21137","1","10","71","0","2020","A","",10,58,2761860,0,0,914,47550,"",4.02,0.74,0.69,0.00,0.00,0.93,0.94,"",1,11.1,4,7.4,210749,8.3,0,0.0,0,0.0,11,1.2,597,1.3
"21137","2","10","71","0","2020","A","",13,83,3349716,0,0,774,40237,"",4.58,0.67,0.69,0.00,0.00,1.03,1.03,"",-2,-13.3,-4,-4.6,-223878,-6.3,0,0.0,0,0.0,-16,-2.0,-839,-2.0
"21137","3","10","71","0","2020","A","",18,780,27291576,256492,5378,673,34985,"",2.60,2.13,2.20,0.54,1.44,1.03,1.03,"",0,0.0,-70,-8.2,-88746,-0.3,-23045,-8.2,-1105,-17.0,53,8.5,2760,8.6
"21137","5","10","71","0","2020","A","",384,2817,108966444,33277508,639876,744,38679,"",0.93,0.89,0.90,1.01,1.00,1.01,1.01,"",15,4.1,-175,-5.8,5684378,5.5,892086,2.8,63051,10.9,80,12.0,4160,12.1
"21139","0","10","70","0","2020","A","",212,2651,130641116,25456308,776709,948,49280,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,5.0,83,3.2,8511596,7.0,680658,2.7,6416,0.8,33,3.6,1722,3.6
"21139","1","10","71","0","2020","A","",11,96,6479987,0,0,1304,67794,"",8.88,1.72,1.77,0.00,0.00,1.03,1.03,"",1,10.0,4,4.3,329171,5.4,0,0.0,0,0.0,17,1.3,877,1.3
"21139","2","10","71","0","2020","A","",9,47,1975781,0,0,804,41815,"",6.36,0.54,0.45,0.00,0.00,0.83,0.83,"",-1,-10.0,-2,-4.1,-26714,-1.3,0,0.0,0,0.0,18,2.3,948,2.3
"21139","3","10","71","0","2020","A","",16,383,12339561,516676,3144,620,32239,"",4.63,1.47,1.08,1.45,0.70,0.74,0.74,"",0,0.0,-16,-4.0,-181556,-1.4,-36970,-6.7,-903,-22.3,17,2.8,864,2.8
"21139","5","10","71","0","2020","A","",176,2125,109845787,24939632,773565,994,51682,"",0.85,0.95,0.99,1.00,1.00,1.04,1.05,"",10,6.0,97,4.8,8390695,8.3,717628,3.0,7319,1.0,32,3.3,1655,3.3
"21141","0","10","70","0","2020","A","",642,8404,410003497,87424818,1307970,938,48786,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",17,2.7,-570,-6.4,-492427,-0.1,-4244098,-4.6,-158784,-10.8,58,6.6,3042,6.7
"21141","1","10","71","0","2020","A","",8,65,3487474,0,0,1027,53380,"",2.13,0.37,0.30,0.00,0.00,0.82,0.82,"",1,14.3,1,1.6,339889,10.8,0,0.0,0,0.0,84,8.9,4327,8.8
"21141","2","10","71","0","2020","A","",14,109,4179789,0,0,741,38523,"",3.26,0.39,0.30,0.00,0.00,0.77,0.77,"",-1,-6.7,2,1.9,54930,1.3,0,0.0,0,0.0,-1,-0.1,-57,-0.1
"21141","3","10","71","0","2020","A","",17,1027,36258266,381763,3144,679,35305,"",1.62,1.25,1.01,0.31,0.42,0.81,0.81,"",0,0.0,-50,-4.6,-360846,-1.0,-1035,-0.3,-710,-18.4,25,3.8,1299,3.8
"21141","5","10","71","0","2020","A","",603,7203,366077968,87043055,1304826,977,50821,"",0.97,1.01,1.05,1.02,1.00,1.04,1.04,"",17,2.9,-523,-6.8,-526400,-0.1,-4243063,-4.6,-158074,-10.8,64,7.0,3369,7.1
"21143","0","10","70","0","2020","A","",233,2469,85907409,16746453,273384,669,34792,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,5.0,-106,-4.1,1814025,2.2,-53796,-0.3,1721,0.6,41,6.5,2129,6.5
"21143","1","10","71","0","2020","A","",4,35,2835832,0,0,1547,80449,"",2.94,0.67,1.17,0.00,0.00,1.73,1.73,"",1,33.3,-1,-2.8,62774,2.3,0,0.0,0,0.0,59,4.0,3061,4.0
"21143","2","10","71","0","2020","A","",20,551,23602782,0,0,825,42875,"",12.85,6.76,8.10,0.00,0.00,1.20,1.20,"",1,5.3,-48,-8.0,-1356253,-5.4,0,0.0,0,0.0,23,2.9,1190,2.9
"21143","3","10","71","0","2020","A","",15,268,9393431,240750,2018,675,35094,"",3.95,1.11,1.25,1.02,1.27,1.14,1.14,"",0,0.0,-15,-5.3,156524,1.7,-4942,-2.0,-299,-12.9,47,7.5,2445,7.5
"21143","5","10","71","0","2020","A","",194,1616,50075364,16505703,271366,596,30992,"",0.86,0.77,0.69,1.01,1.00,0.89,0.89,"",9,4.9,-41,-2.5,2950980,6.3,-48854,-0.3,2020,0.7,49,9.0,2554,9.0
"21145","0","10","70","0","2020","A","",2487,36663,1763445308,382948995,6222416,925,48098,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",59,2.4,-2230,-5.7,-4566786,-0.3,-2834381,-0.7,-207079,-3.2,51,5.8,2639,5.8
"21145","1","10","71","0","2020","A","",20,558,55570103,0,0,1914,99514,"",1.38,0.72,1.12,0.00,0.00,1.55,1.55,"",0,0.0,-2,-0.4,1385612,2.6,0,0.0,0,0.0,53,2.8,2756,2.8
"21145","2","10","71","0","2020","A","",49,970,33067429,54000,1418,656,34105,"",2.95,0.80,0.55,0.02,0.30,0.69,0.69,"",2,4.3,-16,-1.6,382526,1.2,12000,28.6,315,28.6,19,3.0,962,2.9
"21145","3","10","71","0","2020","A","",22,2362,105901122,232099,566,862,44835,"",0.54,0.66,0.69,0.04,0.02,1.05,1.05,"",0,0.0,-133,-5.3,-17968,0.0,-13121,-5.4,-192,-25.3,46,5.6,2384,5.6
"21145","5","10","71","0","2020","A","",2397,32773,1568906654,382662896,6220432,921,47872,"",0.99,1.05,1.05,1.02,1.01,0.99,0.99,"",57,2.4,-2078,-6.0,-6316956,-0.4,-2833260,-0.7,-207202,-3.2,52,6.0,2674,5.9
"21147","0","10","70","0","2020","A","",253,2754,106318079,19551842,364499,742,38600,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",3,1.2,63,2.3,11953704,12.7,2766742,16.5,113731,45.4,68,10.1,3533,10.1
"21147","1","10","71","0","2020","A","",12,496,34439026,0,0,1337,69504,"",8.11,8.56,11.53,0.00,0.00,1.35,1.35,"",1,9.1,29,6.2,2465818,7.7,0,0.0,0,0.0,21,1.6,1063,1.6
"21147","2","10","71","0","2020","A","",7,60,2241653,0,0,715,37154,"",4.14,0.66,0.62,0.00,0.00,0.94,0.94,"",-1,-12.5,1,1.7,37796,1.7,0,0.0,0,0.0,-4,-0.6,-252,-0.7
"21147","3","10","71","0","2020","A","",12,619,21611814,561127,2341,671,34891,"",2.91,2.29,2.33,2.04,1.11,1.02,1.02,"",-1,-7.7,-71,-10.3,490008,2.3,18157,3.3,-195,-7.7,82,13.9,4287,14.0
"21147","5","10","71","0","2020","A","",222,1579,48025586,18990715,362158,585,30414,"",0.90,0.68,0.53,0.99,1.00,0.79,0.79,"",4,1.8,104,7.1,8960082,22.9,2748585,16.9,113926,45.9,76,14.9,3924,14.8
"21149","0","10","70","0","2020","A","",211,1764,68853163,16838372,257567,751,39029,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2,1.0,-231,-11.6,-13210264,-16.1,-2665615,-13.7,-82878,-24.3,-40,-5.1,-2104,-5.1
"21149","1","10","71","0","2020","A","",9,32,1550204,0,0,934,48570,"",7.30,0.86,0.80,0.00,0.00,0.93,0.93,"",1,12.5,1,3.2,62070,4.2,0,0.0,0,0.0,23,2.5,1202,2.5
"21149","2","10","71","0","2020","A","",10,97,1978645,13798,45,392,20363,"",7.09,1.67,0.85,0.14,0.23,0.51,0.51,"",0,0.0,-3,-3.0,37709,1.9,1801,15.0,18,66.7,17,4.5,856,4.4
"21149","3","10","71","0","2020","A","",10,367,12411553,290931,1066,650,33781,"",2.91,2.12,2.07,1.23,0.71,0.97,0.97,"",0,0.0,-16,-4.2,216603,1.8,721,0.2,-97,-8.3,38,6.2,1933,6.1
"21149","5","10","71","0","2020","A","",182,1268,52912761,16533643,256456,803,41740,"",0.89,0.85,0.90,1.00,1.00,1.06,1.07,"",1,0.6,-213,-14.4,-13526646,-20.4,-2668137,-13.9,-82799,-24.4,-60,-7.0,-3114,-6.9
"21151","0","10","70","0","2020","A","",2218,31875,1396971436,288769640,4834565,843,43826,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",120,5.7,-2592,-7.5,-34156237,-2.4,-11314364,-3.8,-42220,-0.9,44,5.5,2304,5.5
"21151","1","10","71","0","2020","A","",14,1218,82006944,0,0,1295,67338,"",1.08,1.82,2.09,0.00,0.00,1.15,1.15,"",0,0.0,68,5.9,5424748,7.1,0,0.0,0,0.0,15,1.2,759,1.1
"21151","2","10","71","0","2020","A","",42,2773,132104837,2830,8,916,47638,"",2.83,2.63,2.79,0.00,0.00,1.06,1.06,"",3,7.7,-170,-5.8,-3030978,-2.2,-100,-3.4,0,0.0,33,3.7,1716,3.7
"21151","3","10","71","0","2020","A","",21,2771,112499992,366016,863,781,40600,"",0.58,0.89,0.92,0.09,0.03,1.04,1.04,"",0,0.0,-177,-6.0,650997,0.6,11687,3.3,34,4.1,51,7.0,2658,7.0
"21151","5","10","71","0","2020","A","",2140,25114,1070359663,288400794,4833694,820,42621,"",0.99,0.93,0.90,1.02,1.01,0.97,0.97,"",116,5.7,-2312,-8.4,-37201004,-3.4,-11325951,-3.8,-42254,-0.9,43,5.5,2237,5.5
"21153","0","10","70","0","2020","A","",216,1742,57605694,15066701,270822,636,33061,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,2.9,-57,-3.2,2225048,4.0,776167,5.4,-56181,-17.2,44,7.4,2274,7.4
"21153","1","10","71","0","2020","A","",3,16,640637,0,0,791,41110,"",2.38,0.44,0.40,0.00,0.00,0.93,0.93,"",1,50.0,4,33.3,72123,12.7,0,0.0,0,0.0,-101,-11.3,-5299,-11.4
"21153","2","10","71","0","2020","A","",13,66,2562593,0,0,745,38729,"",9.01,1.15,1.31,0.00,0.00,1.14,1.14,"",-1,-7.1,-3,-4.3,-49514,-1.9,0,0.0,0,0.0,16,2.2,827,2.2
"21153","3","10","71","0","2020","A","",13,462,15866312,313763,1231,660,34318,"",3.69,2.70,3.16,1.48,0.78,1.17,1.17,"",0,0.0,-31,-6.3,-485562,-3.0,-6885,-2.1,150,13.9,23,3.6,1172,3.5
"21153","5","10","71","0","2020","A","",187,1198,38536152,14752938,269591,618,32158,"",0.89,0.81,0.79,1.00,1.00,0.97,0.97,"",5,2.7,-26,-2.1,2688001,7.5,783052,5.6,-56331,-17.3,55,9.8,2878,9.8
"21155","0","10","70","0","2020","A","",454,7792,338330670,90030993,1552351,835,43422,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,0.9,-943,-10.8,-25179158,-6.9,-6873052,-7.1,-345539,-18.2,35,4.4,1806,4.3
"21155","1","10","71","0","2020","A","",10,47,2387177,0,0,985,51245,"",3.77,0.29,0.25,0.00,0.00,0.88,0.88,"",1,11.1,3,6.8,138415,6.2,0,0.0,0,0.0,-2,-0.2,-58,-0.1
"21155","2","10","71","0","2020","A","",10,62,2382985,0,0,742,38591,"",3.30,0.24,0.21,0.00,0.00,0.86,0.87,"",-1,-9.1,-5,-7.5,-240761,-9.2,0,0.0,0,0.0,-17,-2.2,-864,-2.2
"21155","3","10","71","0","2020","A","",11,795,29389293,211108,799,711,36952,"",1.49,1.04,1.00,0.17,0.09,0.96,0.96,"",0,0.0,-56,-6.6,-88567,-0.3,-9496,-4.3,-12,-1.5,45,6.8,2316,6.7
"21155","5","10","71","0","2020","A","",423,6888,304171215,89819885,1551552,849,44160,"",0.96,1.04,1.06,1.02,1.01,1.01,1.01,"",4,1.0,-886,-11.4,-24988245,-7.6,-6863556,-7.1,-345527,-18.2,35,4.3,1816,4.3
"21157","0","10","70","0","2020","A","",846,10856,584982650,120642983,2606872,1036,53888,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",23,2.8,-404,-3.6,6034275,1.0,4176350,3.6,-321587,-11.0,47,4.8,2470,4.8
"21157","1","10","71","0","2020","A","",10,90,5700797,0,0,1218,63342,"",2.02,0.39,0.35,0.00,0.00,0.88,0.88,"",1,11.1,2,2.3,117847,2.1,0,0.0,0,0.0,-9,-0.7,-463,-0.7
"21157","2","10","71","0","2020","A","",21,170,5945374,0,0,674,35041,"",3.72,0.47,0.30,0.00,0.00,0.63,0.63,"",0,0.0,-17,-9.1,-167458,-2.7,0,0.0,0,0.0,46,7.3,2367,7.2
"21157","3","10","71","0","2020","A","",16,1336,53643389,974764,4472,772,40157,"",1.16,1.25,1.05,0.58,0.30,0.84,0.84,"",-1,-5.9,-46,-3.3,371514,0.7,-58092,-5.6,-86,-1.9,31,4.2,1619,4.2
"21157","5","10","71","0","2020","A","",799,9260,519693090,119668219,2602400,1079,56122,"",0.97,1.01,1.04,1.01,1.00,1.04,1.04,"",23,3.0,-343,-3.6,5712372,1.1,4234442,3.7,-321501,-11.0,50,4.9,2598,4.9
"21159","0","10","70","0","2020","A","",191,1922,80785348,14026381,162655,808,42032,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,3.2,-357,-15.7,-18336089,-18.5,-2351689,-14.4,-46695,-22.3,-28,-3.3,-1457,-3.4
"21159","1","10","71","0","2020","A","",7,385,28425818,0,0,1421,73897,"",6.27,9.52,12.52,0.00,0.00,1.32,1.32,"",1,16.7,10,2.7,75122,0.3,0,0.0,0,0.0,-32,-2.2,-1638,-2.2
"21159","2","10","71","0","2020","A","",9,58,2232236,0,0,744,38709,"",7.05,0.91,0.81,0.00,0.00,0.90,0.90,"",1,12.5,0,0.0,-11120,-0.5,0,0.0,0,0.0,-1,-0.1,-25,-0.1
"21159","3","10","71","0","2020","A","",14,383,12897601,386293,4581,647,33646,"",4.49,2.03,1.83,1.96,4.86,0.90,0.90,"",1,7.7,-70,-15.5,-1149093,-8.2,-251859,-39.5,511,12.6,50,8.4,2626,8.5
